Agency,ID,Date,Flow,SYM,,
USGS,9163500,2/2/1952,2500,A,,
USGS,9163500,2/3/1952,2600,A,,
USGS,9163500,2/4/1952,2780,A,,
USGS,9163500,2/5/1952,2630,A,,
USGS,9163500,2/6/1952,2490,A,,
USGS,9163500,2/7/1952,2420,A,,
USGS,9163500,2/8/1952,2280,A,,
USGS,9163500,2/9/1952,2410,A,,
USGS,9163500,2/10/1952,2440,A,,
USGS,9163500,2/11/1952,2490,A,,
USGS,9163500,2/12/1952,2450,A,,
USGS,9163500,2/13/1952,2420,A,,
USGS,9163500,2/14/1952,2520,A,,
USGS,9163500,2/15/1952,2500,A,,
USGS,9163500,2/16/1952,2370,A,,
USGS,9163500,2/17/1952,2300,A,,
USGS,9163500,2/18/1952,2490,A,,
USGS,9163500,2/19/1952,2490,A,,
USGS,9163500,2/20/1952,2340,A,,
USGS,9163500,2/21/1952,2240,A,,
USGS,9163500,2/22/1952,2490,A,,
USGS,9163500,2/23/1952,2600,A,,
USGS,9163500,2/24/1952,2550,A,,
USGS,9163500,2/25/1952,2390,A,,
USGS,9163500,2/26/1952,2180,A,,
USGS,9163500,2/27/1952,2140,A,,
USGS,9163500,2/28/1952,2250,A,,
USGS,9163500,2/29/1952,2350,A,,
USGS,9163500,3/1/1952,2400,A,,
USGS,9163500,3/2/1952,2300,A,,
USGS,9163500,3/3/1952,2300,A,,
USGS,9163500,3/4/1952,2200,A,,
USGS,9163500,3/5/1952,2300,A,,
USGS,9163500,3/6/1952,2400,A,,
USGS,9163500,3/7/1952,2440,A,,
USGS,9163500,3/8/1952,2530,A,,
USGS,9163500,3/9/1952,2840,A,,
USGS,9163500,3/10/1952,3130,A,,
USGS,9163500,3/11/1952,3030,A,,
USGS,9163500,3/12/1952,2630,A,,
USGS,9163500,3/13/1952,2560,A,,
USGS,9163500,3/14/1952,2560,A,,
USGS,9163500,3/15/1952,2600,A,,
USGS,9163500,3/16/1952,2560,A,,
USGS,9163500,3/17/1952,2770,A,,
USGS,9163500,3/18/1952,2880,A,,
USGS,9163500,3/19/1952,2690,A,,
USGS,9163500,3/20/1952,2700,A,,
USGS,9163500,3/21/1952,2800,A,,
USGS,9163500,3/22/1952,2800,A,,
USGS,9163500,3/23/1952,2700,A,,
USGS,9163500,3/24/1952,2730,A,,
USGS,9163500,3/25/1952,2760,A,,
USGS,9163500,3/26/1952,2860,A,,
USGS,9163500,3/27/1952,3360,A,,
USGS,9163500,3/28/1952,3550,A,,
USGS,9163500,3/29/1952,3630,A,,
USGS,9163500,3/30/1952,3930,A,,
USGS,9163500,3/31/1952,4170,A,,
USGS,9163500,4/1/1952,3830,A,,
USGS,9163500,4/2/1952,3530,A,,
USGS,9163500,4/3/1952,3550,A,,
USGS,9163500,4/4/1952,3510,A,,
USGS,9163500,4/5/1952,3470,A,,
USGS,9163500,4/6/1952,3630,A,,
USGS,9163500,4/7/1952,3890,A,,
USGS,9163500,4/8/1952,4820,A,,
USGS,9163500,4/9/1952,5700,A,,
USGS,9163500,4/10/1952,5620,A,,
USGS,9163500,4/11/1952,6030,A,,
USGS,9163500,4/12/1952,5950,A,,
USGS,9163500,4/13/1952,6180,A,,
USGS,9163500,4/14/1952,6390,A,,
USGS,9163500,4/15/1952,6990,A,,
USGS,9163500,4/16/1952,8240,A,,
USGS,9163500,4/17/1952,9780,A,,
USGS,9163500,4/18/1952,11100,A,,
USGS,9163500,4/19/1952,13500,A,,
USGS,9163500,4/20/1952,15500,A,,
USGS,9163500,4/21/1952,16500,A,,
USGS,9163500,4/22/1952,17400,A,,
USGS,9163500,4/23/1952,17000,A,,
USGS,9163500,4/24/1952,16400,A,,
USGS,9163500,4/25/1952,18600,A,,
USGS,9163500,4/26/1952,21100,A,,
USGS,9163500,4/27/1952,23400,A,,
USGS,9163500,4/28/1952,26400,A,,
USGS,9163500,4/29/1952,27400,A,,
USGS,9163500,4/30/1952,23300,A,,
USGS,9163500,5/1/1952,20700,A,,
USGS,9163500,5/2/1952,21400,A,,
USGS,9163500,5/3/1952,25200,A,,
USGS,9163500,5/4/1952,31800,A,,
USGS,9163500,5/5/1952,38800,A,,
USGS,9163500,5/6/1952,43400,A,,
USGS,9163500,5/7/1952,45300,A,,
USGS,9163500,5/8/1952,42200,A,,
USGS,9163500,5/9/1952,40900,A,,
USGS,9163500,5/10/1952,38600,A,,
USGS,9163500,5/11/1952,34000,A,,
USGS,9163500,5/12/1952,32400,A,,
USGS,9163500,5/13/1952,32900,A,,
USGS,9163500,5/14/1952,35200,A,,
USGS,9163500,5/15/1952,37800,A,,
USGS,9163500,5/16/1952,39500,A,,
USGS,9163500,5/17/1952,38400,A,,
USGS,9163500,5/18/1952,32800,A,,
USGS,9163500,5/19/1952,28600,A,,
USGS,9163500,5/20/1952,25600,A,,
USGS,9163500,5/21/1952,24900,A,,
USGS,9163500,5/22/1952,24900,A,,
USGS,9163500,5/23/1952,23000,A,,
USGS,9163500,5/24/1952,20600,A,,
USGS,9163500,5/25/1952,19400,A,,
USGS,9163500,5/26/1952,20300,A,,
USGS,9163500,5/27/1952,21800,A,,
USGS,9163500,5/28/1952,23600,A,,
USGS,9163500,5/29/1952,25300,A,,
USGS,9163500,5/30/1952,27400,A,,
USGS,9163500,5/31/1952,28900,A,,
USGS,9163500,6/1/1952,30000,A,,
USGS,9163500,6/2/1952,31600,A,,
USGS,9163500,6/3/1952,33300,A,,
USGS,9163500,6/4/1952,37600,A,,
USGS,9163500,6/5/1952,41700,A,,
USGS,9163500,6/6/1952,43300,A,,
USGS,9163500,6/7/1952,45800,A,,
USGS,9163500,6/8/1952,49700,A,,
USGS,9163500,6/9/1952,51400,A,,
USGS,9163500,6/10/1952,50600,A,,
USGS,9163500,6/11/1952,50000,A,,
USGS,9163500,6/12/1952,50300,A,,
USGS,9163500,6/13/1952,48800,A,,
USGS,9163500,6/14/1952,45600,A,,
USGS,9163500,6/15/1952,43500,A,,
USGS,9163500,6/16/1952,43900,A,,
USGS,9163500,6/17/1952,43100,A,,
USGS,9163500,6/18/1952,36400,A,,
USGS,9163500,6/19/1952,32300,A,,
USGS,9163500,6/20/1952,30900,A,,
USGS,9163500,6/21/1952,31600,A,,
USGS,9163500,6/22/1952,29800,A,,
USGS,9163500,6/23/1952,27800,A,,
USGS,9163500,6/24/1952,26400,A,,
USGS,9163500,6/25/1952,24800,A,,
USGS,9163500,6/26/1952,23400,A,,
USGS,9163500,6/27/1952,21500,A,,
USGS,9163500,6/28/1952,20900,A,,
USGS,9163500,6/29/1952,18600,A,,
USGS,9163500,6/30/1952,17900,A,,
USGS,9163500,7/1/1952,17800,A,,
USGS,9163500,7/2/1952,17400,A,,
USGS,9163500,7/3/1952,16200,A,,
USGS,9163500,7/4/1952,14900,A,,
USGS,9163500,7/5/1952,14300,A,,
USGS,9163500,7/6/1952,13900,A,,
USGS,9163500,7/7/1952,17200,A,,
USGS,9163500,7/8/1952,16400,A,,
USGS,9163500,7/9/1952,14600,A,,
USGS,9163500,7/10/1952,13200,A,,
USGS,9163500,7/11/1952,12400,A,,
USGS,9163500,7/12/1952,11700,A,,
USGS,9163500,7/13/1952,10900,A,,
USGS,9163500,7/14/1952,9880,A,,
USGS,9163500,7/15/1952,8900,A,,
USGS,9163500,7/16/1952,7770,A,,
USGS,9163500,7/17/1952,6990,A,,
USGS,9163500,7/18/1952,6330,A,,
USGS,9163500,7/19/1952,5900,A,,
USGS,9163500,7/20/1952,5520,A,,
USGS,9163500,7/21/1952,5320,A,,
USGS,9163500,7/22/1952,5020,A,,
USGS,9163500,7/23/1952,4720,A,,
USGS,9163500,7/24/1952,4550,A,,
USGS,9163500,7/25/1952,4380,A,,
USGS,9163500,7/26/1952,4850,A,,
USGS,9163500,7/27/1952,5650,A,,
USGS,9163500,7/28/1952,6300,A,,
USGS,9163500,7/29/1952,7350,A,,
USGS,9163500,7/30/1952,8010,A,,
USGS,9163500,7/31/1952,8170,A,,
USGS,9163500,8/1/1952,7710,A,,
USGS,9163500,8/2/1952,7350,A,,
USGS,9163500,8/3/1952,6660,A,,
USGS,9163500,8/4/1952,5950,A,,
USGS,9163500,8/5/1952,5350,A,,
USGS,9163500,8/6/1952,4650,A,,
USGS,9163500,8/7/1952,4450,A,,
USGS,9163500,8/8/1952,4320,A,,
USGS,9163500,8/9/1952,4700,A,,
USGS,9163500,8/10/1952,4680,A,,
USGS,9163500,8/11/1952,5150,A,,
USGS,9163500,8/12/1952,6120,A,,
USGS,9163500,8/13/1952,6300,A,,
USGS,9163500,8/14/1952,5700,A,,
USGS,9163500,8/15/1952,5820,A,,
USGS,9163500,8/16/1952,5600,A,,
USGS,9163500,8/17/1952,5200,A,,
USGS,9163500,8/18/1952,4680,A,,
USGS,9163500,8/19/1952,4250,A,,
USGS,9163500,8/20/1952,4950,A,,
USGS,9163500,8/21/1952,4880,A,,
USGS,9163500,8/22/1952,5580,A,,
USGS,9163500,8/23/1952,6000,A,,
USGS,9163500,8/24/1952,6240,A,,
USGS,9163500,8/25/1952,5580,A,,
USGS,9163500,8/26/1952,5100,A,,
USGS,9163500,8/27/1952,5050,A,,
USGS,9163500,8/28/1952,5080,A,,
USGS,9163500,8/29/1952,4920,A,,
USGS,9163500,8/30/1952,5320,A,,
USGS,9163500,8/31/1952,5650,A,,
USGS,9163500,9/1/1952,5220,A,,
USGS,9163500,9/2/1952,4720,A,,
USGS,9163500,9/3/1952,4400,A,,
USGS,9163500,9/4/1952,4130,A,,
USGS,9163500,9/5/1952,3830,A,,
USGS,9163500,9/6/1952,3570,A,,
USGS,9163500,9/7/1952,3340,A,,
USGS,9163500,9/8/1952,3280,A,,
USGS,9163500,9/9/1952,3190,A,,
USGS,9163500,9/10/1952,3050,A,,
USGS,9163500,9/11/1952,2860,A,,
USGS,9163500,9/12/1952,2700,A,,
USGS,9163500,9/13/1952,2640,A,,
USGS,9163500,9/14/1952,2660,A,,
USGS,9163500,9/15/1952,2800,A,,
USGS,9163500,9/16/1952,2880,A,,
USGS,9163500,9/17/1952,3080,A,,
USGS,9163500,9/18/1952,2940,A,,
USGS,9163500,9/19/1952,3000,A,,
USGS,9163500,9/20/1952,2880,A,,
USGS,9163500,9/21/1952,2970,A,,
USGS,9163500,9/22/1952,3430,A,,
USGS,9163500,9/23/1952,3830,A,,
USGS,9163500,9/24/1952,4010,A,,
USGS,9163500,9/25/1952,3830,A,,
USGS,9163500,9/26/1952,3710,A,,
USGS,9163500,9/27/1952,3650,A,,
USGS,9163500,9/28/1952,3530,A,,
USGS,9163500,9/29/1952,3390,A,,
USGS,9163500,9/30/1952,3300,A,,
USGS,9163500,10/1/1952,3210,A,,
USGS,9163500,10/2/1952,3120,A,,
USGS,9163500,10/3/1952,2890,A,,
USGS,9163500,10/4/1952,2780,A,,
USGS,9163500,10/5/1952,2660,A,,
USGS,9163500,10/6/1952,2590,A,,
USGS,9163500,10/7/1952,2550,A,,
USGS,9163500,10/8/1952,2550,A,,
USGS,9163500,10/9/1952,2480,A,,
USGS,9163500,10/10/1952,2500,A,,
USGS,9163500,10/11/1952,2550,A,,
USGS,9163500,10/12/1952,2550,A,,
USGS,9163500,10/13/1952,2560,A,,
USGS,9163500,10/14/1952,2550,A,,
USGS,9163500,10/15/1952,2590,A,,
USGS,9163500,10/16/1952,2710,A,,
USGS,9163500,10/17/1952,2820,A,,
USGS,9163500,10/18/1952,2820,A,,
USGS,9163500,10/19/1952,2860,A,,
USGS,9163500,10/20/1952,2800,A,,
USGS,9163500,10/21/1952,2830,A,,
USGS,9163500,10/22/1952,2670,A,,
USGS,9163500,10/23/1952,2640,A,,
USGS,9163500,10/24/1952,2630,A,,
USGS,9163500,10/25/1952,2640,A,,
USGS,9163500,10/26/1952,2730,A,,
USGS,9163500,10/27/1952,2710,A,,
USGS,9163500,10/28/1952,2570,A,,
USGS,9163500,10/29/1952,2560,A,,
USGS,9163500,10/30/1952,2420,A,,
USGS,9163500,10/31/1952,2630,A,,
USGS,9163500,11/1/1952,2660,A,,
USGS,9163500,11/2/1952,2920,A,,
USGS,9163500,11/3/1952,2920,A,,
USGS,9163500,11/4/1952,2890,A,,
USGS,9163500,11/5/1952,2630,A,,
USGS,9163500,11/6/1952,2560,A,,
USGS,9163500,11/7/1952,2710,A,,
USGS,9163500,11/8/1952,2740,A,,
USGS,9163500,11/9/1952,2860,A,,
USGS,9163500,11/10/1952,3190,A,,
USGS,9163500,11/11/1952,3150,A,,
USGS,9163500,11/12/1952,3020,A,,
USGS,9163500,11/13/1952,2950,A,,
USGS,9163500,11/14/1952,3210,A,,
USGS,9163500,11/15/1952,3320,A,,
USGS,9163500,11/16/1952,3360,A,,
USGS,9163500,11/17/1952,3510,A,,
USGS,9163500,11/18/1952,3360,A,,
USGS,9163500,11/19/1952,3080,A,,
USGS,9163500,11/20/1952,3220,A,,
USGS,9163500,11/21/1952,3240,A,,
USGS,9163500,11/22/1952,3450,A,,
USGS,9163500,11/23/1952,3360,A,,
USGS,9163500,11/24/1952,3610,A,,
USGS,9163500,11/25/1952,3220,A,,
USGS,9163500,11/26/1952,2920,A,,
USGS,9163500,11/27/1952,2730,A,,
USGS,9163500,11/28/1952,2530,A,,
USGS,9163500,11/29/1952,2320,A,,
USGS,9163500,11/30/1952,2340,A,,
USGS,9163500,12/1/1952,2390,A,,
USGS,9163500,12/2/1952,2660,A,,
USGS,9163500,12/3/1952,3080,A,,
USGS,9163500,12/4/1952,3360,A,,
USGS,9163500,12/5/1952,3280,A,,
USGS,9163500,12/6/1952,3000,A,,
USGS,9163500,12/7/1952,2860,A,,
USGS,9163500,12/8/1952,2860,A,,
USGS,9163500,12/9/1952,3120,A,,
USGS,9163500,12/10/1952,3150,A,,
USGS,9163500,12/11/1952,2840,A,,
USGS,9163500,12/12/1952,2950,A,,
USGS,9163500,12/13/1952,3190,A,,
USGS,9163500,12/14/1952,3280,A,,
USGS,9163500,12/15/1952,3390,A,,
USGS,9163500,12/16/1952,3020,A,,
USGS,9163500,12/17/1952,3000,A,,
USGS,9163500,12/18/1952,3000,A,,
USGS,9163500,12/19/1952,3390,A,,
USGS,9163500,12/20/1952,3570,A,,
USGS,9163500,12/21/1952,3370,A,,
USGS,9163500,12/22/1952,3280,A,,
USGS,9163500,12/23/1952,3150,A,,
USGS,9163500,12/24/1952,2820,A,,
USGS,9163500,12/25/1952,2530,A,,
USGS,9163500,12/26/1952,2480,A,,
USGS,9163500,12/27/1952,2350,A,,
USGS,9163500,12/28/1952,2240,A,,
USGS,9163500,12/29/1952,2050,A,,
USGS,9163500,12/30/1952,2200,A,,
USGS,9163500,12/31/1952,2360,A,,
USGS,9163500,1/1/1953,2630,A,,
USGS,9163500,1/2/1953,3000,A,,
USGS,9163500,1/3/1953,2980,A,,
USGS,9163500,1/4/1953,3020,A,,
USGS,9163500,1/5/1953,2980,A,,
USGS,9163500,1/6/1953,2830,A,,
USGS,9163500,1/7/1953,2860,A,,
USGS,9163500,1/8/1953,2900,A,,
USGS,9163500,1/9/1953,2940,A,,
USGS,9163500,1/10/1953,3020,A,,
USGS,9163500,1/11/1953,3020,A,,
USGS,9163500,1/12/1953,2920,A,,
USGS,9163500,1/13/1953,2780,A,,
USGS,9163500,1/14/1953,2760,A,,
USGS,9163500,1/15/1953,3000,A,,
USGS,9163500,1/16/1953,2880,A,,
USGS,9163500,1/17/1953,2620,A,,
USGS,9163500,1/18/1953,2560,A,,
USGS,9163500,1/19/1953,2710,A,,
USGS,9163500,1/20/1953,2860,A,,
USGS,9163500,1/21/1953,2950,A,,
USGS,9163500,1/22/1953,2700,A,,
USGS,9163500,1/23/1953,2730,A,,
USGS,9163500,1/24/1953,2700,A,,
USGS,9163500,1/25/1953,2730,A,,
USGS,9163500,1/26/1953,2730,A,,
USGS,9163500,1/27/1953,2660,A,,
USGS,9163500,1/28/1953,2570,A,,
USGS,9163500,1/29/1953,2440,A,,
USGS,9163500,1/30/1953,2660,A,,
USGS,9163500,1/31/1953,2640,A,,
USGS,9163500,2/1/1953,2670,A,,
USGS,9163500,2/2/1953,2570,A,,
USGS,9163500,2/3/1953,2500,A,,
USGS,9163500,2/4/1953,2570,A,,
USGS,9163500,2/5/1953,2480,A,,
USGS,9163500,2/6/1953,2670,A,,
USGS,9163500,2/7/1953,2570,A,,
USGS,9163500,2/8/1953,2560,A,,
USGS,9163500,2/9/1953,2520,A,,
USGS,9163500,2/10/1953,2570,A,,
USGS,9163500,2/11/1953,2450,A,,
USGS,9163500,2/12/1953,2420,A,,
USGS,9163500,2/13/1953,2710,A,,
USGS,9163500,2/14/1953,2690,A,,
USGS,9163500,2/15/1953,2570,A,,
USGS,9163500,2/16/1953,2640,A,,
USGS,9163500,2/17/1953,2570,A,,
USGS,9163500,2/18/1953,2320,A,,
USGS,9163500,2/19/1953,2290,A,,
USGS,9163500,2/20/1953,2460,A,,
USGS,9163500,2/21/1953,2450,A,,
USGS,9163500,2/22/1953,2300,A,,
USGS,9163500,2/23/1953,2180,A,,
USGS,9163500,2/24/1953,2310,A,,
USGS,9163500,2/25/1953,2360,A,,
USGS,9163500,2/26/1953,2560,A,,
USGS,9163500,2/27/1953,2730,A,,
USGS,9163500,2/28/1953,2700,A,,
USGS,9163500,3/1/1953,2740,A,,
USGS,9163500,3/2/1953,2760,A,,
USGS,9163500,3/3/1953,2690,A,,
USGS,9163500,3/4/1953,2360,A,,
USGS,9163500,3/5/1953,2360,A,,
USGS,9163500,3/6/1953,2520,A,,
USGS,9163500,3/7/1953,2460,A,,
USGS,9163500,3/8/1953,2620,A,,
USGS,9163500,3/9/1953,2710,A,,
USGS,9163500,3/10/1953,2440,A,,
USGS,9163500,3/11/1953,2620,A,,
USGS,9163500,3/12/1953,3080,A,,
USGS,9163500,3/13/1953,3110,A,,
USGS,9163500,3/14/1953,3020,A,,
USGS,9163500,3/15/1953,2970,A,,
USGS,9163500,3/16/1953,2710,A,,
USGS,9163500,3/17/1953,2410,A,,
USGS,9163500,3/18/1953,2560,A,,
USGS,9163500,3/19/1953,2720,A,,
USGS,9163500,3/20/1953,2900,A,,
USGS,9163500,3/21/1953,2840,A,,
USGS,9163500,3/22/1953,3020,A,,
USGS,9163500,3/23/1953,2790,A,,
USGS,9163500,3/24/1953,2640,A,,
USGS,9163500,3/25/1953,2520,A,,
USGS,9163500,3/26/1953,2520,A,,
USGS,9163500,3/27/1953,2970,A,,
USGS,9163500,3/28/1953,3000,A,,
USGS,9163500,3/29/1953,3110,A,,
USGS,9163500,3/30/1953,3680,A,,
USGS,9163500,3/31/1953,4000,A,,
USGS,9163500,4/1/1953,3760,A,,
USGS,9163500,4/2/1953,3470,A,,
USGS,9163500,4/3/1953,3200,A,,
USGS,9163500,4/4/1953,3540,A,,
USGS,9163500,4/5/1953,3560,A,,
USGS,9163500,4/6/1953,3580,A,,
USGS,9163500,4/7/1953,3320,A,,
USGS,9163500,4/8/1953,3370,A,,
USGS,9163500,4/9/1953,3580,A,,
USGS,9163500,4/10/1953,3490,A,,
USGS,9163500,4/11/1953,3390,A,,
USGS,9163500,4/12/1953,3370,A,,
USGS,9163500,4/13/1953,3300,A,,
USGS,9163500,4/14/1953,2720,A,,
USGS,9163500,4/15/1953,2350,A,,
USGS,9163500,4/16/1953,2500,A,,
USGS,9163500,4/17/1953,2760,A,,
USGS,9163500,4/18/1953,2720,A,,
USGS,9163500,4/19/1953,2740,A,,
USGS,9163500,4/20/1953,2740,A,,
USGS,9163500,4/21/1953,2340,A,,
USGS,9163500,4/22/1953,2160,A,,
USGS,9163500,4/23/1953,2990,A,,
USGS,9163500,4/24/1953,4080,A,,
USGS,9163500,4/25/1953,4370,A,,
USGS,9163500,4/26/1953,4540,A,,
USGS,9163500,4/27/1953,4660,A,,
USGS,9163500,4/28/1953,5000,A,,
USGS,9163500,4/29/1953,6510,A,,
USGS,9163500,4/30/1953,6600,A,,
USGS,9163500,5/1/1953,5580,A,,
USGS,9163500,5/2/1953,4750,A,,
USGS,9163500,5/3/1953,4200,A,,
USGS,9163500,5/4/1953,3720,A,,
USGS,9163500,5/5/1953,3280,A,,
USGS,9163500,5/6/1953,2840,A,,
USGS,9163500,5/7/1953,3000,A,,
USGS,9163500,5/8/1953,3500,A,,
USGS,9163500,5/9/1953,4410,A,,
USGS,9163500,5/10/1953,5550,A,,
USGS,9163500,5/11/1953,5600,A,,
USGS,9163500,5/12/1953,4730,A,,
USGS,9163500,5/13/1953,4000,A,,
USGS,9163500,5/14/1953,3740,A,,
USGS,9163500,5/15/1953,3410,A,,
USGS,9163500,5/16/1953,3320,A,,
USGS,9163500,5/17/1953,3920,A,,
USGS,9163500,5/18/1953,4580,A,,
USGS,9163500,5/19/1953,4860,A,,
USGS,9163500,5/20/1953,5750,A,,
USGS,9163500,5/21/1953,6250,A,,
USGS,9163500,5/22/1953,7470,A,,
USGS,9163500,5/23/1953,10800,A,,
USGS,9163500,5/24/1953,13600,A,,
USGS,9163500,5/25/1953,14800,A,,
USGS,9163500,5/26/1953,16600,A,,
USGS,9163500,5/27/1953,18600,A,,
USGS,9163500,5/28/1953,22000,A,,
USGS,9163500,5/29/1953,28400,A,,
USGS,9163500,5/30/1953,28800,A,,
USGS,9163500,5/31/1953,24000,A,,
USGS,9163500,6/1/1953,24200,A,,
USGS,9163500,6/2/1953,25700,A,,
USGS,9163500,6/3/1953,26700,A,,
USGS,9163500,6/4/1953,26400,A,,
USGS,9163500,6/5/1953,25600,A,,
USGS,9163500,6/6/1953,23600,A,,
USGS,9163500,6/7/1953,21300,A,,
USGS,9163500,6/8/1953,18700,A,,
USGS,9163500,6/9/1953,17000,A,,
USGS,9163500,6/10/1953,19000,A,,
USGS,9163500,6/11/1953,23400,A,,
USGS,9163500,6/12/1953,27300,A,,
USGS,9163500,6/13/1953,31300,A,,
USGS,9163500,6/14/1953,35500,A,,
USGS,9163500,6/15/1953,35600,A,,
USGS,9163500,6/16/1953,31800,A,,
USGS,9163500,6/17/1953,27200,A,,
USGS,9163500,6/18/1953,25400,A,,
USGS,9163500,6/19/1953,24800,A,,
USGS,9163500,6/20/1953,25600,A,,
USGS,9163500,6/21/1953,21300,A,,
USGS,9163500,6/22/1953,18900,A,,
USGS,9163500,6/23/1953,17500,A,,
USGS,9163500,6/24/1953,16500,A,,
USGS,9163500,6/25/1953,15500,A,,
